date,geography,indicator,value
2015-08,Nunavut,Job vacancies,
2015-08,Nunavut,Payroll employees,10095.0
2015-08,Nunavut,Job vacancy rate,
2015-09,Canada,Job vacancies,459785.0
2015-09,Canada,Payroll employees,15037180.0
2015-09,Canada,Job vacancy rate,3.0
2015-09,Newfoundland and Labrador,Job vacancies,7245.0
2015-09,Newfoundland and Labrador,Payroll employees,198090.0
2015-09,Newfoundland and Labrador,Job vacancy rate,3.5
2015-09,Prince Edward Island,Job vacancies,1835.0
2015-09,Prince Edward Island,Payroll employees,61205.0
2015-09,Prince Edward Island,Job vacancy rate,2.9
2015-09,Nova Scotia,Job vacancies,13130.0
2015-09,Nova Scotia,Payroll employees,403085.0
2015-09,Nova Scotia,Job vacancy rate,3.2
2015-09,New Brunswick,Job vacancies,8395.0
2015-09,New Brunswick,Payroll employees,297495.0
2015-09,New Brunswick,Job vacancy rate,2.7
2015-09,Quebec,Job vacancies,72160.0
2015-09,Quebec,Payroll employees,3308225.0
2015-09,Quebec,Job vacancy rate,2.1
2015-09,Ontario,Job vacancies,180955.0
2015-09,Ontario,Payroll employees,5762680.0
2015-09,Ontario,Job vacancy rate,3.0
2015-09,Manitoba,Job vacancies,14525.0
2015-09,Manitoba,Payroll employees,547070.0
2015-09,Manitoba,Job vacancy rate,2.6
2015-09,Saskatchewan,Job vacancies,12765.0
2015-09,Saskatchewan,Payroll employees,455350.0
2015-09,Saskatchewan,Job vacancy rate,2.7
2015-09,Alberta,Job vacancies,66985.0
2015-09,Alberta,Payroll employees,1972940.0
2015-09,Alberta,Job vacancy rate,3.3
2015-09,British Columbia,Job vacancies,80260.0
2015-09,British Columbia,Payroll employees,1980640.0
2015-09,British Columbia,Job vacancy rate,3.9
2015-09,Yukon,Job vacancies,680.0
2015-09,Yukon,Payroll employees,16660.0
2015-09,Yukon,Job vacancy rate,3.9
2015-09,Northwest Territories,Job vacancies,595.0
2015-09,Northwest Territories,Payroll employees,23430.0
2015-09,Northwest Territories,Job vacancy rate,2.5
2015-09,Nunavut,Job vacancies,260.0
2015-09,Nunavut,Payroll employees,10315.0
2015-09,Nunavut,Job vacancy rate,2.5
2015-10,Canada,Job vacancies,382545.0
2015-10,Canada,Payroll employees,15346980.0
2015-10,Canada,Job vacancy rate,2.4
2015-10,Newfoundland and Labrador,Job vacancies,4485.0
2015-10,Newfoundland and Labrador,Payroll employees,205595.0
2015-10,Newfoundland and Labrador,Job vacancy rate,2.1
2015-10,Prince Edward Island,Job vacancies,1260.0
2015-10,Prince Edward Island,Payroll employees,62850.0
2015-10,Prince Edward Island,Job vacancy rate,2.0
2015-10,Nova Scotia,Job vacancies,8195.0
2015-10,Nova Scotia,Payroll employees,411610.0
2015-10,Nova Scotia,Job vacancy rate,2.0
2015-10,New Brunswick,Job vacancies,7805.0
2015-10,New Brunswick,Payroll employees,290475.0
2015-10,New Brunswick,Job vacancy rate,2.6
2015-10,Quebec,Job vacancies,54665.0
2015-10,Quebec,Payroll employees,3381695.0
2015-10,Quebec,Job vacancy rate,1.6
2015-10,Ontario,Job vacancies,159465.0
2015-10,Ontario,Payroll employees,5870130.0
2015-10,Ontario,Job vacancy rate,2.6
2015-10,Manitoba,Job vacancies,10920.0
2015-10,Manitoba,Payroll employees,573885.0
2015-10,Manitoba,Job vacancy rate,1.9
2015-10,Saskatchewan,Job vacancies,11145.0
2015-10,Saskatchewan,Payroll employees,461965.0
2015-10,Saskatchewan,Job vacancy rate,2.4
2015-10,Alberta,Job vacancies,55065.0
2015-10,Alberta,Payroll employees,1998380.0
2015-10,Alberta,Job vacancy rate,2.7
2015-10,British Columbia,Job vacancies,68350.0
2015-10,British Columbia,Payroll employees,2039415.0
2015-10,British Columbia,Job vacancy rate,3.2
2015-10,Yukon,Job vacancies,370.0
2015-10,Yukon,Payroll employees,17050.0
2015-10,Yukon,Job vacancy rate,2.1
2015-10,Northwest Territories,Job vacancies,495.0
2015-10,Northwest Territories,Payroll employees,23160.0
2015-10,Northwest Territories,Job vacancy rate,2.1
2015-10,Nunavut,Job vacancies,315.0
2015-10,Nunavut,Payroll employees,10775.0
2015-10,Nunavut,Job vacancy rate,2.9
2015-11,Canada,Job vacancies,373980.0
2015-11,Canada,Payroll employees,15424770.0
2015-11,Canada,Job vacancy rate,2.4
2015-11,Newfoundland and Labrador,Job vacancies,5015.0
2015-11,Newfoundland and Labrador,Payroll employees,208745.0
2015-11,Newfoundland and Labrador,Job vacancy rate,2.3
2015-11,Prince Edward Island,Job vacancies,1335.0
2015-11,Prince Edward Island,Payroll employees,62330.0
2015-11,Prince Edward Island,Job vacancy rate,2.1
2015-11,Nova Scotia,Job vacancies,8220.0
2015-11,Nova Scotia,Payroll employees,404685.0
2015-11,Nova Scotia,Job vacancy rate,2.0
2015-11,New Brunswick,Job vacancies,5410.0
2015-11,New Brunswick,Payroll employees,299260.0
2015-11,New Brunswick,Job vacancy rate,1.8
2015-11,Quebec,Job vacancies,52875.0
2015-11,Quebec,Payroll employees,3387620.0
2015-11,Quebec,Job vacancy rate,1.5
2015-11,Ontario,Job vacancies,162870.0
2015-11,Ontario,Payroll employees,5937295.0
2015-11,Ontario,Job vacancy rate,2.7
2015-11,Manitoba,Job vacancies,13520.0
2015-11,Manitoba,Payroll employees,585025.0
2015-11,Manitoba,Job vacancy rate,2.3
2015-11,Saskatchewan,Job vacancies,11405.0
2015-11,Saskatchewan,Payroll employees,471125.0
2015-11,Saskatchewan,Job vacancy rate,2.4
2015-11,Alberta,Job vacancies,53245.0
2015-11,Alberta,Payroll employees,1982295.0
2015-11,Alberta,Job vacancy rate,2.6
2015-11,British Columbia,Job vacancies,58425.0
2015-11,British Columbia,Payroll employees,2036275.0
2015-11,British Columbia,Job vacancy rate,2.8
2015-11,Yukon,Job vacancies,525.0
2015-11,Yukon,Payroll employees,16500.0
2015-11,Yukon,Job vacancy rate,3.1
2015-11,Northwest Territories,Job vacancies,890.0
2015-11,Northwest Territories,Payroll employees,22810.0
2015-11,Northwest Territories,Job vacancy rate,3.8
2015-11,Nunavut,Job vacancies,250.0
2015-11,Nunavut,Payroll employees,10800.0
2015-11,Nunavut,Job vacancy rate,2.2
2015-12,Canada,Job vacancies,303040.0
2015-12,Canada,Payroll employees,15319640.0
2015-12,Canada,Job vacancy rate,1.9
2015-12,Newfoundland and Labrador,Job vacancies,3810.0
2015-12,Newfoundland and Labrador,Payroll employees,192600.0
2015-12,Newfoundland and Labrador,Job vacancy rate,1.9
2015-12,Prince Edward Island,Job vacancies,1475.0
2015-12,Prince Edward Island,Payroll employees,58975.0
2015-12,Prince Edward Island,Job vacancy rate,2.4
2015-12,Nova Scotia,Job vacancies,6390.0
2015-12,Nova Scotia,Payroll employees,402730.0
2015-12,Nova Scotia,Job vacancy rate,1.6
2015-12,New Brunswick,Job vacancies,5280.0
2015-12,New Brunswick,Payroll employees,285565.0
2015-12,New Brunswick,Job vacancy rate,1.8
2015-12,Quebec,Job vacancies,44595.0
2015-12,Quebec,Payroll employees,3377390.0
2015-12,Quebec,Job vacancy rate,1.3
2015-12,Ontario,Job vacancies,125955.0
2015-12,Ontario,Payroll employees,5904055.0
2015-12,Ontario,Job vacancy rate,2.1
2015-12,Manitoba,Job vacancies,8710.0
2015-12,Manitoba,Payroll employees,564945.0
2015-12,Manitoba,Job vacancy rate,1.5
2015-12,Saskatchewan,Job vacancies,9310.0
2015-12,Saskatchewan,Payroll employees,471355.0
2015-12,Saskatchewan,Job vacancy rate,1.9
2015-12,Alberta,Job vacancies,42545.0
2015-12,Alberta,Payroll employees,1992365.0
2015-12,Alberta,Job vacancy rate,2.1
2015-12,British Columbia,Job vacancies,53600.0
2015-12,British Columbia,Payroll employees,2020555.0
2015-12,British Columbia,Job vacancy rate,2.6
2015-12,Yukon,Job vacancies,420.0
2015-12,Yukon,Payroll employees,15990.0
2015-12,Yukon,Job vacancy rate,2.6
2015-12,Northwest Territories,Job vacancies,595.0
2015-12,Northwest Territories,Payroll employees,22470.0
2015-12,Northwest Territories,Job vacancy rate,2.6
2015-12,Nunavut,Job vacancies,345.0
2015-12,Nunavut,Payroll employees,10635.0
2015-12,Nunavut,Job vacancy rate,3.2
2016-01,Canada,Job vacancies,307740.0
2016-01,Canada,Payroll employees,15397450.0
2016-01,Canada,Job vacancy rate,2.0
2016-01,Newfoundland and Labrador,Job vacancies,3330.0
2016-01,Newfoundland and Labrador,Payroll employees,201370.0
2016-01,Newfoundland and Labrador,Job vacancy rate,1.6
2016-01,Prince Edward Island,Job vacancies,800.0
2016-01,Prince Edward Island,Payroll employees,56985.0
2016-01,Prince Edward Island,Job vacancy rate,1.4
2016-01,Nova Scotia,Job vacancies,6600.0
2016-01,Nova Scotia,Payroll employees,413450.0
2016-01,Nova Scotia,Job vacancy rate,1.6
2016-01,New Brunswick,Job vacancies,4145.0
2016-01,New Brunswick,Payroll employees,277280.0
2016-01,New Brunswick,Job vacancy rate,1.5
2016-01,Quebec,Job vacancies,49265.0
2016-01,Quebec,Payroll employees,3337180.0
2016-01,Quebec,Job vacancy rate,1.5
2016-01,Ontario,Job vacancies,127655.0
2016-01,Ontario,Payroll employees,5964255.0
2016-01,Ontario,Job vacancy rate,2.1
2016-01,Manitoba,Job vacancies,8890.0
2016-01,Manitoba,Payroll employees,573720.0
2016-01,Manitoba,Job vacancy rate,1.5
2016-01,Saskatchewan,Job vacancies,8085.0
2016-01,Saskatchewan,Payroll employees,470090.0
2016-01,Saskatchewan,Job vacancy rate,1.7
2016-01,Alberta,Job vacancies,37355.0
2016-01,Alberta,Payroll employees,2007630.0
2016-01,Alberta,Job vacancy rate,1.8
2016-01,British Columbia,Job vacancies,60405.0
2016-01,British Columbia,Payroll employees,2047025.0
2016-01,British Columbia,Job vacancy rate,2.9
2016-01,Yukon,Job vacancies,
2016-01,Yukon,Payroll employees,15885.0
2016-01,Yukon,Job vacancy rate,
2016-01,Northwest Territories,Job vacancies,570.0
2016-01,Northwest Territories,Payroll employees,22535.0
2016-01,Northwest Territories,Job vacancy rate,2.5
2016-01,Nunavut,Job vacancies,245.0
2016-01,Nunavut,Payroll employees,10050.0
2016-01,Nunavut,Job vacancy rate,2.4
2016-02,Canada,Job vacancies,294535.0
2016-02,Canada,Payroll employees,14880520.0
2016-02,Canada,Job vacancy rate,1.9
2016-02,Newfoundland and Labrador,Job vacancies,3375.0
2016-02,Newfoundland and Labrador,Payroll employees,192760.0
2016-02,Newfoundland and Labrador,Job vacancy rate,1.7
2016-02,Prince Edward Island,Job vacancies,
2016-02,Prince Edward Island,Payroll employees,53535.0
2016-02,Prince Edward Island,Job vacancy rate,1.0
2016-02,Nova Scotia,Job vacancies,7895.0
2016-02,Nova Scotia,Payroll employees,378485.0
2016-02,Nova Scotia,Job vacancy rate,2.0
2016-02,New Brunswick,Job vacancies,3560.0
2016-02,New Brunswick,Payroll employees,286165.0
2016-02,New Brunswick,Job vacancy rate,1.2
2016-02,Quebec,Job vacancies,46900.0
2016-02,Quebec,Payroll employees,3241200.0
2016-02,Quebec,Job vacancy rate,1.4
2016-02,Ontario,Job vacancies,123980.0
2016-02,Ontario,Payroll employees,5773485.0
2016-02,Ontario,Job vacancy rate,2.1
2016-02,Manitoba,Job vacancies,11670.0
2016-02,Manitoba,Payroll employees,575215.0
2016-02,Manitoba,Job vacancy rate,2.0
2016-02,Saskatchewan,Job vacancies,8275.0
2016-02,Saskatchewan,Payroll employees,449340.0
2016-02,Saskatchewan,Job vacancy rate,1.8
2016-02,Alberta,Job vacancies,31355.0
2016-02,Alberta,Payroll employees,1899620.0
2016-02,Alberta,Job vacancy rate,1.6
2016-02,British Columbia,Job vacancies,55745.0
2016-02,British Columbia,Payroll employees,1984275.0
2016-02,British Columbia,Job vacancy rate,2.7
2016-02,Yukon,Job vacancies,310.0
2016-02,Yukon,Payroll employees,15270.0
2016-02,Yukon,Job vacancy rate,2.0
2016-02,Northwest Territories,Job vacancies,675.0
2016-02,Northwest Territories,Payroll employees,21635.0
2016-02,Northwest Territories,Job vacancy rate,3.0
2016-02,Nunavut,Job vacancies,250.0
2016-02,Nunavut,Payroll employees,9540.0
2016-02,Nunavut,Job vacancy rate,2.5
2016-03,Canada,Job vacancies,363255.0
2016-03,Canada,Payroll employees,14875365.0
2016-03,Canada,Job vacancy rate,2.4
2016-03,Newfoundland and Labrador,Job vacancies,3590.0
2016-03,Newfoundland and Labrador,Payroll employees,168825.0
2016-03,Newfoundland and Labrador,Job vacancy rate,2.1
2016-03,Prince Edward Island,Job vacancies,860.0
2016-03,Prince Edward Island,Payroll employees,53205.0
2016-03,Prince Edward Island,Job vacancy rate,1.6
2016-03,Nova Scotia,Job vacancies,7385.0
2016-03,Nova Scotia,Payroll employees,394335.0
2016-03,Nova Scotia,Job vacancy rate,1.8
2016-03,New Brunswick,Job vacancies,4995.0
2016-03,New Brunswick,Payroll employees,263530.0
2016-03,New Brunswick,Job vacancy rate,1.9
2016-03,Quebec,Job vacancies,56525.0
2016-03,Quebec,Payroll employees,3279655.0
2016-03,Quebec,Job vacancy rate,1.7
2016-03,Ontario,Job vacancies,147650.0
2016-03,Ontario,Payroll employees,5767955.0
2016-03,Ontario,Job vacancy rate,2.5
2016-03,Manitoba,Job vacancies,10050.0
2016-03,Manitoba,Payroll employees,548545.0
2016-03,Manitoba,Job vacancy rate,1.8
2016-03,Saskatchewan,Job vacancies,10480.0
2016-03,Saskatchewan,Payroll employees,451800.0
2016-03,Saskatchewan,Job vacancy rate,2.3
2016-03,Alberta,Job vacancies,47470.0
2016-03,Alberta,Payroll employees,1906620.0
2016-03,Alberta,Job vacancy rate,2.4
2016-03,British Columbia,Job vacancies,72485.0
2016-03,British Columbia,Payroll employees,1993175.0
2016-03,British Columbia,Job vacancy rate,3.5
2016-03,Yukon,Job vacancies,505.0
2016-03,Yukon,Payroll employees,15230.0
2016-03,Yukon,Job vacancy rate,3.2
2016-03,Northwest Territories,Job vacancies,795.0
2016-03,Northwest Territories,Payroll employees,22515.0
2016-03,Northwest Territories,Job vacancy rate,3.4
2016-03,Nunavut,Job vacancies,470.0
2016-03,Nunavut,Payroll employees,9975.0
2016-03,Nunavut,Job vacancy rate,4.5
2016-04,Canada,Job vacancies,383555.0
2016-04,Canada,Payroll employees,14929300.0
2016-04,Canada,Job vacancy rate,2.5
2016-04,Newfoundland and Labrador,Job vacancies,3210.0
2016-04,Newfoundland and Labrador,Payroll employees,178255.0
2016-04,Newfoundland and Labrador,Job vacancy rate,1.8
2016-04,Prince Edward Island,Job vacancies,1440.0
2016-04,Prince Edward Island,Payroll employees,53145.0
2016-04,Prince Edward Island,Job vacancy rate,2.6
2016-04,Nova Scotia,Job vacancies,8240.0
2016-04,Nova Scotia,Payroll employees,402045.0
2016-04,Nova Scotia,Job vacancy rate,2.0
2016-04,New Brunswick,Job vacancies,5525.0
2016-04,New Brunswick,Payroll employees,266075.0
2016-04,New Brunswick,Job vacancy rate,2.0
2016-04,Quebec,Job vacancies,64675.0
2016-04,Quebec,Payroll employees,3271515.0
2016-04,Quebec,Job vacancy rate,1.9
2016-04,Ontario,Job vacancies,159335.0
2016-04,Ontario,Payroll employees,5787630.0
2016-04,Ontario,Job vacancy rate,2.7
2016-04,Manitoba,Job vacancies,11355.0
2016-04,Manitoba,Payroll employees,559325.0
2016-04,Manitoba,Job vacancy rate,2.0
2016-04,Saskatchewan,Job vacancies,10155.0
2016-04,Saskatchewan,Payroll employees,446095.0
2016-04,Saskatchewan,Job vacancy rate,2.2
2016-04,Alberta,Job vacancies,44425.0
2016-04,Alberta,Payroll employees,1906800.0
2016-04,Alberta,Job vacancy rate,2.3
2016-04,British Columbia,Job vacancies,73805.0
2016-04,British Columbia,Payroll employees,2009900.0
2016-04,British Columbia,Job vacancy rate,3.5
2016-04,Yukon,Job vacancies,725.0
2016-04,Yukon,Payroll employees,15635.0
2016-04,Yukon,Job vacancy rate,4.4
2016-04,Northwest Territories,Job vacancies,500.0
2016-04,Northwest Territories,Payroll employees,22600.0
2016-04,Northwest Territories,Job vacancy rate,2.2
2016-04,Nunavut,Job vacancies,165.0
2016-04,Nunavut,Payroll employees,10275.0
2016-04,Nunavut,Job vacancy rate,
2016-05,Canada,Job vacancies,400140.0
2016-05,Canada,Payroll employees,15080000.0
2016-05,Canada,Job vacancy rate,2.6
2016-05,Newfoundland and Labrador,Job vacancies,3865.0
2016-05,Newfoundland and Labrador,Payroll employees,207315.0
2016-05,Newfoundland and Labrador,Job vacancy rate,1.8
2016-05,Prince Edward Island,Job vacancies,1445.0
2016-05,Prince Edward Island,Payroll employees,55110.0
2016-05,Prince Edward Island,Job vacancy rate,2.6
2016-05,Nova Scotia,Job vacancies,9565.0
2016-05,Nova Scotia,Payroll employees,385330.0
2016-05,Nova Scotia,Job vacancy rate,2.4
2016-05,New Brunswick,Job vacancies,6020.0
2016-05,New Brunswick,Payroll employees,279835.0
2016-05,New Brunswick,Job vacancy rate,2.1
2016-05,Quebec,Job vacancies,62655.0
2016-05,Quebec,Payroll employees,3301685.0
2016-05,Quebec,Job vacancy rate,1.9
2016-05,Ontario,Job vacancies,183030.0
2016-05,Ontario,Payroll employees,5847215.0
2016-05,Ontario,Job vacancy rate,3.0
2016-05,Manitoba,Job vacancies,13025.0
2016-05,Manitoba,Payroll employees,580065.0
2016-05,Manitoba,Job vacancy rate,2.2
2016-05,Saskatchewan,Job vacancies,10130.0
2016-05,Saskatchewan,Payroll employees,453935.0
2016-05,Saskatchewan,Job vacancy rate,2.2
2016-05,Alberta,Job vacancies,38830.0
2016-05,Alberta,Payroll employees,1893825.0
2016-05,Alberta,Job vacancy rate,2.0
2016-05,British Columbia,Job vacancies,69740.0
2016-05,British Columbia,Payroll employees,2027545.0
2016-05,British Columbia,Job vacancy rate,3.3
2016-05,Yukon,Job vacancies,875.0
2016-05,Yukon,Payroll employees,15890.0
2016-05,Yukon,Job vacancy rate,5.2
